Universe,Ticker,Signals,Rank1_Actionable,Rank2_Watchlist,Rank3_Downgraded,Rank4_Rejected,Avg_Score,Avg_Fwd_21D_Return_Pct,Avg_Fwd_63D_Return_Pct,MarketCap,Sector,Industry
NASDAQ_Top1000_ByMarketCap,HALO,33,22,10,1,0,88.48484848484848,1.43498688263568,3.7518653833331386,8446431730.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ_Top1000_ByMarketCap,DOCU,28,17,11,0,0,87.71428571428571,-0.02073818958308214,2.749139046291653,8436142821.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,TTD,25,18,6,1,0,90.76,4.765483228208379,9.98075599299317,8421991287.0,Technology,Computer Software: Programming Data Processing
NASDAQ_Top1000_ByMarketCap,FRHC,46,37,9,0,0,92.0,4.318655080786292,15.753919926453833,8381147526.0,Finance,Investment Bankers/Brokers/Service
NASDAQ_Top1000_ByMarketCap,MTCH,15,6,8,1,0,83.4,-1.1388332441817857,2.5625100969526855,8353274296.0,Technology,Computer Software: Programming Data Processing
NASDAQ_Top1000_ByMarketCap,TGTX,28,18,7,3,0,88.67857142857143,7.823760261422498,14.068002106451091,8335400931.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,BOKF,31,14,15,2,0,86.03225806451613,0.3987090581725642,-0.8002421952793246,8307252123.0,Finance,Major Banks
NASDAQ_Top1000_ByMarketCap,KYMR,19,8,9,2,0,83.89473684210526,-2.9193740265549697,-1.6962195841196652,8298145477.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ_Top1000_ByMarketCap,CBSH,21,11,10,0,0,86.38095238095238,-1.281759698773878,0.40688283771796446,8235680541.0,Finance,Major Banks
NASDAQ_Top1000_ByMarketCap,IBRX,18,2,15,1,0,78.94444444444444,10.098091136436981,31.306979162371704,8226965489.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ_Top1000_ByMarketCap,XP,9,6,3,0,0,84.66666666666667,-3.7854980800109113,-10.183422771666509,8153046800.0,Finance,Investment Bankers/Brokers/Service
NASDAQ_Top1000_ByMarketCap,VLY,25,14,10,1,0,90.48,0.52604132782765,-0.09331981059333884,8062613005.0,Finance,Major Banks
NASDAQ_Top1000_ByMarketCap,SFM,38,29,9,0,0,91.10526315789474,2.3774687800745484,7.756756704444685,8033734413.0,Consumer Staples,Food Chains
NASDAQ_Top1000_ByMarketCap,CRUS,30,20,10,0,0,90.1,1.3922716255328997,4.3547687720909725,7956898156.0,Technology,Semiconductors
NASDAQ_Top1000_ByMarketCap,PTGX,37,24,12,1,0,89.5945945945946,1.134998624029371,8.740460357657492,7939238997.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,GGAL,17,12,4,1,0,91.11764705882354,6.413469337651518,17.142539592197128,7934893426.0,Finance,Commercial Banks
NASDAQ_Top1000_ByMarketCap,XE,0,,,,,,,,7895734115.0,Industrials,Metal Fabrications
NASDAQ_Top1000_ByMarketCap,MANH,39,20,18,1,0,86.8974358974359,0.11607477958954476,-0.5947579988876447,7875400172.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,IMVT,21,12,7,2,0,87.42857142857143,2.4775728867387055,4.991356726784121,7842800629.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ_Top1000_ByMarketCap,PLXS,28,16,11,1,0,89.03571428571429,2.738236688881294,5.096386227030529,7830801734.0,Technology,Electrical Products
NASDAQ_Top1000_ByMarketCap,PCVX,24,13,9,2,0,86.95833333333333,3.1214987885290264,12.761542722950393,7811914596.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,MAAS,9,4,5,0,0,84.22222222222223,0.6498391335329161,-14.407757727979648,7769024905.0,Finance,Investment Managers
NASDAQ_Top1000_ByMarketCap,RGEN,22,16,4,2,0,89.81818181818181,-1.4879451318558465,1.8445563349020502,7689503117.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ_Top1000_ByMarketCap,MXL,22,10,11,1,0,85.86363636363636,0.020981439573842856,25.20678100316188,7633076637.0,Technology,Semiconductors
NASDAQ_Top1000_ByMarketCap,CAMT,41,29,11,1,0,90.09756097560975,8.187963006887209,20.492800009885748,7614886619.0,Technology,Electronic Components
NASDAQ_Top1000_ByMarketCap,MIDD,21,12,7,2,0,88.19047619047619,-0.2555227733178711,0.08196385308540018,7589253154.0,Industrials,Industrial Machinery/Components
NASDAQ_Top1000_ByMarketCap,RYTM,29,14,14,1,0,84.96551724137932,2.3563139225608363,5.582441313271447,7551950628.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,MYRG,39,27,11,1,0,90.76923076923077,3.3016158206857735,13.974486030311295,7523768885.0,Industrials,Water Sewer Pipeline Comm & Power Line Construction
NASDAQ_Top1000_ByMarketCap,CELH,35,22,11,2,0,87.54285714285714,4.926942458349529,22.804488531430042,7457029301.0,Consumer Staples,Beverages (Production/Distribution)
NASDAQ_Top1000_ByMarketCap,SYRE,9,5,4,0,0,84.88888888888889,0.11732124580511696,17.08631056200255,7440124351.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,POOL,26,17,8,1,0,89.73076923076923,0.7721542589832681,3.120736961679368,7433279322.0,Consumer Discretionary,Industrial Specialties
NASDAQ_Top1000_ByMarketCap,TTEK,34,20,14,0,0,87.58823529411765,0.32646834202741837,0.2933516183731868,7386072934.0,Consumer Discretionary,Military/Government/Technical
NASDAQ_Top1000_ByMarketCap,AVAV,35,12,23,0,0,82.02857142857142,-0.4957753916786617,3.7782056618377324,7345789710.0,Industrials,Aerospace
NASDAQ_Top1000_ByMarketCap,ABVX,6,5,1,0,0,95.0,6.472533678732287,15.81468340884708,7326505771.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,AVT,21,12,8,1,0,86.0952380952381,-1.6728656077837887,2.7461763108246413,7322904891.0,Technology,Electronic Components
NASDAQ_Top1000_ByMarketCap,VFS,7,1,6,0,0,81.14285714285714,40.2869019514256,19.04552554286861,7299352351.0,Industrials,Auto Manufacturing
NASDAQ_Top1000_ByMarketCap,IDCC,36,21,12,3,0,87.25,3.220993600868892,10.262342706438861,7237125021.0,Miscellaneous,Multi-Sector Companies
NASDAQ_Top1000_ByMarketCap,ROAD,39,18,18,3,0,86.0,1.5198961075708626,6.813062838020694,7231076176.0,Industrials,Military/Government/Technical
NASDAQ_Top1000_ByMarketCap,SLAB,23,10,12,1,0,86.82608695652173,-2.6868550234362893,-5.540704112986373,7218401782.0,Technology,Semiconductors
NASDAQ_Top1000_ByMarketCap,SAIL,0,,,,,,,,7211731807.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,HQY,23,13,9,1,0,87.73913043478261,-2.8708452401154547,-5.502493270202078,7189785502.0,Consumer Discretionary,Business Services
NASDAQ_Top1000_ByMarketCap,Z,26,15,10,1,0,88.84615384615384,3.129407635061225,12.552572130699863,7172936744.0,Consumer Discretionary,Business Services
NASDAQ_Top1000_ByMarketCap,ZG,24,15,9,0,0,88.83333333333333,2.385145626336462,12.447408115809482,7167216698.0,Consumer Discretionary,Business Services
NASDAQ_Top1000_ByMarketCap,CBC,0,,,,,,,,7059973530.0,,
NASDAQ_Top1000_ByMarketCap,LSTR,26,13,13,0,0,85.92307692307692,2.1054872443897397,3.87140225917396,7044853524.0,Industrials,Trucking Freight/Courier Services
NASDAQ_Top1000_ByMarketCap,MWH,0,,,,,,,,7031220816.0,Industrials,Military/Government/Technical
NASDAQ_Top1000_ByMarketCap,PTCT,26,18,7,1,0,88.92307692307692,-1.608843091484753,-2.307318393338298,6998850394.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,BILI,27,16,10,1,0,86.74074074074075,7.014000339830413,16.65312130050385,6951365550.0,Technology,EDP Services
NASDAQ_Top1000_ByMarketCap,MIRM,28,14,12,2,0,86.53571428571429,0.8366683812908572,4.162515580446851,6931736073.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,LNTH,27,12,11,4,0,85.62962962962963,5.839489547721674,13.650485468158884,6857623617.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NASDAQ_Top1000_ByMarketCap,ACMR,21,11,9,1,0,87.23809523809524,2.0526272360113986,16.506630996422295,6841029278.0,Technology,Industrial Machinery/Components
NASDAQ_Top1000_ByMarketCap,LQDA,23,15,4,4,0,87.52173913043478,0.7855844947584945,8.597065250713596,6753270981.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,CHYM,0,,,,,,,,6730703090.0,Finance,Finance: Consumer Services
NASDAQ_Top1000_ByMarketCap,LKQ,23,12,11,0,0,87.30434782608695,1.3177579767604464,0.5556566364906329,6660232427.0,Consumer Discretionary,Motor Vehicles
NASDAQ_Top1000_ByMarketCap,CHRD,25,18,6,1,0,90.88,5.620136098420752,17.658935469645034,6654000439.0,Energy,Oil & Gas Production
NASDAQ_Top1000_ByMarketCap,KLIC,26,19,7,0,0,90.0,5.824447798675148,18.6275295494137,6644182064.0,Technology,Semiconductors
NASDAQ_Top1000_ByMarketCap,RGTI,6,2,4,0,0,80.66666666666667,34.51739503875367,73.85454853092067,6631356200.0,Technology,EDP Services
NASDAQ_Top1000_ByMarketCap,MRCY,23,9,12,2,0,83.82608695652173,-0.7184852450555536,3.8688368651283773,6619471734.0,Technology,Electrical Products
NASDAQ_Top1000_ByMarketCap,PPC,31,18,10,3,0,89.35483870967742,-0.33374604171466665,-0.18893885095363844,6586868937.0,Consumer Staples,Meat/Poultry/Fish
NASDAQ_Top1000_ByMarketCap,CPB,23,13,10,0,0,86.73913043478261,-0.04713987172059938,0.16055931148211694,6547118065.0,Consumer Staples,Packaged Foods
NASDAQ_Top1000_ByMarketCap,MBLY,0,,,,,,,,6539575385.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,COGT,21,12,8,1,0,86.9047619047619,8.478851771901313,20.09629234154864,6533138133.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,ENPH,19,12,6,1,0,87.84210526315789,4.155843293837643,21.612875153619303,6510845248.0,Technology,Semiconductors
NASDAQ_Top1000_ByMarketCap,RRR,34,20,13,1,0,87.3529411764706,2.050540361904529,3.517184784804702,6484920115.0,Consumer Discretionary,Hotels/Resorts
NASDAQ_Top1000_ByMarketCap,CAR,19,9,8,2,0,84.84210526315789,5.56503397933449,8.042489292320367,6449371006.0,Consumer Discretionary,Rental/Leasing Companies
NASDAQ_Top1000_ByMarketCap,FIGR,0,,,,,,,,6379521978.0,Finance,Finance: Consumer Services
NASDAQ_Top1000_ByMarketCap,DUOL,18,10,6,2,0,89.05555555555556,-1.5214652250256526,4.37444801367295,6359965130.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,SRRK,21,8,12,1,0,82.71428571428571,3.1799218075731424,-3.949019960532811,6316151696.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ_Top1000_ByMarketCap,VSEC,49,30,15,4,0,87.79591836734694,2.366400092563926,6.476867272845526,6298827818.0,Consumer Discretionary,Military/Government/Technical
NASDAQ_Top1000_ByMarketCap,CACC,17,9,8,0,0,84.88235294117646,-1.9808209388822295,-0.7504794064318735,6291837307.0,Finance,Finance: Consumer Services
NASDAQ_Top1000_ByMarketCap,UBSI,26,12,14,0,0,84.03846153846153,-0.6275468320806653,-2.941647007732799,6287060669.0,Finance,Major Banks
NASDAQ_Top1000_ByMarketCap,GDS,25,17,8,0,0,89.24,8.54799744552945,13.63057582482879,6275826839.0,Technology,Computer Software: Programming Data Processing
NASDAQ_Top1000_ByMarketCap,CNTA,20,8,11,1,0,85.95,4.683936324494345,16.208928403497406,6266523123.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,TTAN,0,,,,,,,,6257127207.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,GTX,28,16,10,2,0,88.39285714285714,0.5221466138539276,8.244319263035788,6241800633.0,Consumer Discretionary,Auto Parts:O.E.M.
NASDAQ_Top1000_ByMarketCap,DBX,26,16,10,0,0,89.26923076923077,-0.9979731698240748,-4.2789849184310915,6238459354.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,FSV,34,20,13,1,0,88.44117647058823,0.21144187648918242,1.5854446112521057,6214664908.0,Finance,Real Estate
NASDAQ_Top1000_ByMarketCap,URBN,31,14,13,4,0,84.51612903225806,2.64771684062633,6.942438945123972,6209399868.0,Consumer Discretionary,Clothing/Shoe/Accessory Stores
NASDAQ_Top1000_ByMarketCap,ACT,22,9,12,1,0,83.77272727272727,0.8023745843147054,1.1638239733760178,6201763097.0,Finance,Specialty Insurers
NASDAQ_Top1000_ByMarketCap,WFRD,23,16,7,0,0,91.26086956521739,3.520486444752204,14.206910057027965,6179105272.0,Consumer Discretionary,Oil and Gas Field Machinery
NASDAQ_Top1000_ByMarketCap,CGON,6,5,1,0,0,92.83333333333333,10.706518168076911,24.467429903257116,6154768566.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ_Top1000_ByMarketCap,BGC,25,14,11,0,0,87.24,2.6544835116000924,4.005610051819829,6124739104.0,Finance,Investment Bankers/Brokers/Service
NASDAQ_Top1000_ByMarketCap,SSRM,21,12,8,1,0,87.52380952380952,7.1166662158579985,15.197243196023786,6109977981.0,Industrials,Precious Metals
NASDAQ_Top1000_ByMarketCap,CROX,26,20,3,3,0,90.76923076923077,2.788380412322542,3.9469974499149774,6030087233.0,Consumer Discretionary,Shoe Manufacturing
NASDAQ_Top1000_ByMarketCap,CZR,13,10,1,2,0,92.38461538461539,-2.530384100801264,-13.008567201127745,6013561358.0,Consumer Discretionary,Hotels/Resorts
NASDAQ_Top1000_ByMarketCap,BLTE,18,15,3,0,0,93.0,7.517076779202856,16.177564551861504,5971805928.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,CHDN,26,17,9,0,0,87.61538461538461,-1.0624835596415791,-3.1451442861285397,5953509881.0,Consumer Discretionary,Services-Misc. Amusement & Recreation
NASDAQ_Top1000_ByMarketCap,MORN,30,21,9,0,0,89.2,2.5684989628385257,5.893075221735611,5930412365.0,Finance,Investment Managers
NASDAQ_Top1000_ByMarketCap,HWC,27,14,12,1,0,85.11111111111111,0.9136050967752374,-1.4523398034586894,5883141100.0,Finance,Major Banks
NASDAQ_Top1000_ByMarketCap,CWST,36,15,21,0,0,84.44444444444444,-0.5300018235526813,1.1690995759426872,5873423902.0,Utilities,Environmental Services
NASDAQ_Top1000_ByMarketCap,DSGX,39,26,13,0,0,90.02564102564102,0.434657890150382,2.485903843540904,5841543677.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,EQPT,0,,,,,,,,5784437223.0,Consumer Discretionary,Diversified Commercial Services
NASDAQ_Top1000_ByMarketCap,RUSHB,36,21,15,0,0,86.83333333333333,0.1795807733802748,0.5682357119591086,5779074520.0,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
NASDAQ_Top1000_ByMarketCap,OZK,23,12,11,0,0,85.73913043478261,-1.9905526240419886,-3.5929737632713756,5777862261.0,Finance,Major Banks
NASDAQ_Top1000_ByMarketCap,LGND,32,12,18,2,0,84.96875,-1.9435456503270294,0.18347516207783432,5761404216.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,PSMT,32,20,12,0,0,87.71875,1.0163849016096789,4.1080342852082845,5743543906.0,Consumer Discretionary,Department/Specialty Retail Stores
NASDAQ_Top1000_ByMarketCap,TWST,15,9,5,1,0,88.33333333333333,7.9949803229987575,21.126285639310765,5740792438.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ_Top1000_ByMarketCap,SIGI,25,10,15,0,0,83.24,-1.0015787922564683,1.4718802584496637,5726519588.0,Finance,Property-Casualty Insurers
NASDAQ_Top1000_ByMarketCap,NAVN,0,,,,,,,,5704650207.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,CECO,31,25,4,2,0,92.54838709677419,4.0589691194154,10.668393988063782,5686980897.0,Industrials,Pollution Control Equipment
NASDAQ_Top1000_ByMarketCap,MMYT,25,18,5,2,0,91.2,2.7945839206230083,8.03452349017413,5673827261.0,Consumer Discretionary,Transportation Services
NASDAQ_Top1000_ByMarketCap,GLBE,11,8,3,0,0,91.9090909090909,-1.9688417189770375,-11.579705945401015,5655429720.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,DOX,29,16,13,0,0,88.51724137931035,-0.10058464202648949,0.4243061696265831,5644681394.0,Technology,EDP Services
NASDAQ_Top1000_ByMarketCap,RUSHA,36,16,18,2,0,84.61111111111111,0.37992183571492505,1.2826319988289545,5572748388.0,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
NASDAQ_Top1000_ByMarketCap,LEGN,12,6,6,0,0,85.08333333333333,-0.8542934786378038,-2.965963280987052,5566621566.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,FRMI,0,,,,,,,,5559647364.0,Real Estate,Real Estate Investment Trusts
NASDAQ_Top1000_ByMarketCap,PCTY,21,12,7,2,0,88.04761904761905,-0.36871935283073043,-1.5920177156865225,5539400520.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,NOVT,27,15,10,2,0,87.29629629629629,-1.4813957236531505,-0.41498019226092486,5536931682.0,Miscellaneous,Industrial Machinery/Components
NASDAQ_Top1000_ByMarketCap,LYFT,15,9,6,0,0,87.53333333333333,0.9232785763023991,-4.536320170978158,5532240269.0,Consumer Discretionary,Business Services
NASDAQ_Top1000_ByMarketCap,AMRX,25,16,7,2,0,88.4,1.3379847252549204,10.985405080771177,5506365292.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,BCPC,28,13,14,1,0,84.07142857142857,-0.5675340760259838,1.8350893074641352,5475245353.0,Industrials,Major Chemicals
NASDAQ_Top1000_ByMarketCap,OTEX,15,6,9,0,0,85.4,-1.579695010537166,-5.264017414874695,5440586289.0,Technology,EDP Services
NASDAQ_Top1000_ByMarketCap,XENE,27,12,13,2,0,84.22222222222223,-1.7935769571498152,-0.6242966091434684,5440337154.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,MARA,12,6,5,1,0,82.41666666666667,2.3287836373825805,200.4399395937459,5438823725.0,Technology,EDP Services
NASDAQ_Top1000_ByMarketCap,CVLT,36,20,15,1,0,88.25,1.8702272175019603,6.338057389845558,5438070157.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,VSNT,0,,,,,,,,5426448875.0,Industrials,Broadcasting
NASDAQ_Top1000_ByMarketCap,SEZL,3,2,1,0,0,85.66666666666667,9.29084159139531,15.104472902914916,5412604978.0,Finance,Finance: Consumer Services
NASDAQ_Top1000_ByMarketCap,REYN,7,3,4,0,0,82.14285714285714,-6.606583564796021,-10.006766248059572,5403021709.0,Consumer Discretionary,Containers/Packaging
NASDAQ_Top1000_ByMarketCap,GNTX,20,13,7,0,0,89.3,-2.1011873877191194,-3.450503978598708,5331569594.0,Consumer Discretionary,Auto Parts:O.E.M.
NASDAQ_Top1000_ByMarketCap,PECO,16,6,10,0,0,83.125,-1.4985340260460625,-2.798745683639755,5320980000.0,Real Estate,Real Estate Investment Trusts
NASDAQ_Top1000_ByMarketCap,TVTX,21,17,3,1,0,91.28571428571429,1.7514939640154394,1.2047223896128092,5306175159.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,CRSP,14,7,5,2,0,84.64285714285714,-1.4829388910594683,6.232657529464938,5296003169.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NASDAQ_Top1000_ByMarketCap,VCTR,41,25,13,3,0,88.51219512195122,0.9685777756968114,4.561424989379107,5286379701.0,Finance,Investment Managers
NASDAQ_Top1000_ByMarketCap,NICE,23,12,10,1,0,85.56521739130434,0.43258822851448503,1.3358061178343823,5272958779.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,APPF,28,19,5,4,0,88.46428571428571,-1.7581973281053345,3.945253624364604,5260996125.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,DIOD,23,15,7,1,0,90.21739130434783,0.26934419566420525,8.327939304945348,5259063977.0,Technology,Semiconductors
NASDAQ_Top1000_ByMarketCap,OMAB,35,20,12,3,0,87.48571428571428,-1.1429982237570082,-2.3327722351152103,5244663490.0,Consumer Discretionary,Aerospace
NASDAQ_Top1000_ByMarketCap,FTDR,25,18,7,0,0,90.56,-0.980419597257905,-3.2236455731155433,5240929880.0,Consumer Discretionary,Diversified Commercial Services
NASDAQ_Top1000_ByMarketCap,CAI,0,,,,,,,,5204151595.0,Health Care,Medical Specialities
NASDAQ_Top1000_ByMarketCap,LAUR,35,24,9,2,0,89.4,-0.9000832557121369,-0.7576431889150359,5193194522.0,Real Estate,Other Consumer Services
NASDAQ_Top1000_ByMarketCap,ACLS,24,14,8,2,0,88.875,1.8764294451522707,4.674701096563552,5187881814.0,Technology,Industrial Machinery/Components
NASDAQ_Top1000_ByMarketCap,WSC,27,23,4,0,0,92.96296296296296,1.8956252316303692,1.8178561463390788,5167398085.0,Industrials,Misc Corporate Leasing Services
NASDAQ_Top1000_ByMarketCap,NXST,31,14,17,0,0,85.90322580645162,-1.7575527537167852,-0.7698684565144817,5161085085.0,Industrials,Broadcasting
NASDAQ_Top1000_ByMarketCap,INDV,40,22,16,2,0,88.2,6.611019347287157,14.94573607974461,5159855906.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,ORKA,11,5,4,2,0,84.45454545454545,3.176105276547578,15.47657930430375,5130448872.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NASDAQ_Top1000_ByMarketCap,GLNG,30,15,14,1,0,85.5,2.878194438608472,7.67920982837077,5102320985.0,Consumer Discretionary,Marine Transportation
NASDAQ_Top1000_ByMarketCap,PEGA,32,21,10,1,0,89.3125,-1.1858219166355428,0.08190936590725384,5088683753.0,Technology,EDP Services
NASDAQ_Top1000_ByMarketCap,SYNA,26,15,10,1,0,88.3076923076923,0.9113835820642335,7.497081973697886,5086264853.0,Technology,Semiconductors
NASDAQ_Top1000_ByMarketCap,DNTH,13,6,4,3,0,84.23076923076923,5.23337246019047,17.123672004514926,5064279825.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,UFPI,36,18,16,2,0,85.63888888888889,-1.615812809527164,-2.2340092194423415,5059734647.0,Basic Materials,Forest Products
NASDAQ_Top1000_ByMarketCap,USAR,4,0,4,0,0,78.5,-23.269860319445037,-17.891951310124966,5054939422.0,Basic Materials,Metal Mining
NASDAQ_Top1000_ByMarketCap,STEP,17,12,5,0,0,90.82352941176471,0.692147170779224,1.2551719314913456,5027384072.0,Finance,Investment Managers
NASDAQ_Top1000_ByMarketCap,MRX,1,1,0,0,0,100.0,2.7639927199033743,25.064957091191186,4947996206.0,Finance,Investment Bankers/Brokers/Service
NASDAQ_Top1000_ByMarketCap,EBC,12,8,4,0,0,87.66666666666667,1.6612940829970393,-0.30744948536362937,4945306603.0,Finance,Savings Institutions
NASDAQ_Top1000_ByMarketCap,BLLN,0,,,,,,,,4936235343.0,Health Care,Medical Specialities
NASDAQ_Top1000_ByMarketCap,UCTT,25,15,9,1,0,87.96,3.410476972874808,3.1611761643340515,4919911632.0,Technology,Semiconductors
NASDAQ_Top1000_ByMarketCap,XMTR,11,5,6,0,0,84.9090909090909,-6.824151786430923,-15.232101815312955,4911675757.0,Consumer Discretionary,Business Services
NASDAQ_Top1000_ByMarketCap,GRFS,14,6,8,0,0,84.78571428571429,-5.958637382299903,-8.479266784013602,4896078500.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,AUGO,0,,,,,,,,4876113832.0,,
NASDAQ_Top1000_ByMarketCap,FFIN,22,9,13,0,0,85.86363636363636,0.6685070084907158,-0.3642203393104353,4845078463.0,Finance,Major Banks
NASDAQ_Top1000_ByMarketCap,COCO,21,14,5,2,0,89.76190476190476,6.032443546445568,15.608522831890374,4819164816.0,Consumer Staples,Beverages (Production/Distribution)
NASDAQ_Top1000_ByMarketCap,ALM,26,15,9,2,0,83.96153846153847,6.752769423722689,25.38369252894551,4815099178.0,Basic Materials,Other Metals and Minerals
NASDAQ_Top1000_ByMarketCap,SBRA,20,8,12,0,0,82.5,0.27551037736882544,-2.885679355219195,4802960359.0,Real Estate,Real Estate Investment Trusts
NASDAQ_Top1000_ByMarketCap,CVCO,35,22,13,0,0,89.05714285714286,0.5637309926549589,-1.7993268542386927,4796974606.0,Consumer Discretionary,Homebuilding
NASDAQ_Top1000_ByMarketCap,DFTX,17,9,7,1,0,85.70588235294117,17.63295270130747,86.97295928441177,4795939115.0,Health Care,Medicinal Chemicals and Botanical Products
NASDAQ_Top1000_ByMarketCap,ACIW,26,17,9,0,0,91.5,2.595047737327363,2.5345273006229596,4769452557.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,TFSL,15,6,9,0,0,84.4,-1.886837955784558,-3.7192300073330813,4765944236.0,Finance,Savings Institutions
NASDAQ_Top1000_ByMarketCap,IBOC,29,15,14,0,0,85.65517241379311,0.10203905491319268,-0.6992197235193619,4754377916.0,Finance,Major Banks
NASDAQ_Top1000_ByMarketCap,ERAS,8,4,4,0,0,86.625,21.598093456035798,64.62761504592274,4736294575.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,RGC,9,2,7,0,0,79.66666666666667,135.8550665467673,278.32536759971595,4702589515.0,Health Care,Medicinal Chemicals and Botanical Products
NASDAQ_Top1000_ByMarketCap,GTLB,6,2,3,1,0,87.66666666666667,-4.974898403967771,-8.532026162879422,4698798000.0,Technology,Computer Software: Prepackaged Software
NASDAQ_Top1000_ByMarketCap,SHC,10,3,7,0,0,80.9,-3.6462041169550288,-4.7838412704815445,4696700391.0,Health Care,Misc Health and Biotechnology Services
NASDAQ_Top1000_ByMarketCap,CELC,21,11,9,1,0,85.80952380952381,9.415660731452107,25.85741553272839,4664983110.0,Health Care,Medical Specialities
NASDAQ_Top1000_ByMarketCap,KNSA,31,20,7,4,0,89.96774193548387,1.2033319054938372,5.043998619622614,4657827489.0,Health Care,Biotechnology: Pharmaceutical Preparations
NASDAQ_Top1000_ByMarketCap,FELE,26,14,12,0,0,87.5,-0.055738635043066316,-0.20787322658469481,4655039964.0,Consumer Discretionary,Metal Fabrications
NASDAQ_Top1000_ByMarketCap,SRAD,16,10,4,2,0,89.25,3.592291058834755,6.33756232888478,4645184724.0,Technology,Computer Software: Programming Data Processing
NASDAQ_Top1000_ByMarketCap,AXTI,13,4,8,1,0,84.61538461538461,0.9362772497251627,19.676737334324454,4641774905.0,Technology,Semiconductors
NASDAQ_Top1000_ByMarketCap,CIGI,34,21,12,1,0,88.47058823529412,-1.359835814545056,-1.8462569215816982,4623873724.0,Finance,Real Estate
NASDAQ_Top1000_ByMarketCap,RDNT,38,31,7,0,0,91.94736842105263,2.4297665896212983,7.664582919123183,4618188680.0,Health Care,Medical Specialities
