symbol,timestamp,data_fetch_timestamp,engine_mode,latest_price,l1_state,l1_reason,tactical_state,confidence,capital_action,message,indicators_used
LASR,2026-05-15T19:56:50.217109+00:00,2026-05-15T19:56:49.387375+00:00,QUICK_CROSSOVER,75.45,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,MEDIUM,HOLD_WITH_RISK_CONTROL,"LASR: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; OBV distribution; EMA200 structure supportive; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=57.7315%, slope=RISING. Extended support: PPO=BULLISH, RSI=53.7835, ADX=19.5097 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=9.0921% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -7.2298%, Gap=GAP_DOWN -5.2346%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
IPGP,2026-05-15T19:56:51.634620+00:00,2026-05-15T19:56:50.913737+00:00,QUICK_CROSSOVER,102.215,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,MEDIUM,HOLD_WITH_RISK_CONTROL,"IPGP: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; OBV distribution; EMA200 structure supportive; high volatility risk; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=3.5354%, slope=RISING. Extended support: PPO=BULLISH, RSI=41.3094, ADX=17.4698 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=7.4323% HIGH, 52W=MID_RANGE, Session=NORMAL -2.745%, Gap=GAP_DOWN -3.4253%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
POWI,2026-05-15T19:56:53.069371+00:00,2026-05-15T19:56:52.405595+00:00,QUICK_CROSSOVER,73.015,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,PRE_BULL_CROSSOVER,MEDIUM,ACCUMULATION_WATCH,"POWI: L1=QUICK_CROSSOVER_REVIEW; L2=PRE_BULL_CROSSOVER (MEDIUM); Capital_Action=ACCUMULATION_WATCH. The 1D MACD structure is still bearish, but recovery is visible through lower timeframe or supporting indicators.  Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=42.839%, slope=RISING. Extended support: PPO=BEARISH, RSI=60.5743, ADX=36.7457 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=5.8393% HIGH, 52W=MID_RANGE, Session=NORMAL 1.8767%, Gap=GAP_DOWN -3.0278%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
UCTT,2026-05-15T19:56:54.538844+00:00,2026-05-15T19:56:53.829405+00:00,QUICK_CROSSOVER,86.225,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,MEDIUM,HOLD_WITH_RISK_CONTROL,"UCTT: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=75.1284%, slope=RISING. Extended support: PPO=BULLISH, RSI=61.0224, ADX=15.6946 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=6.6529% HIGH, 52W=NEAR_HIGH, Session=NORMAL -0.1794%, Gap=GAP_DOWN -6.2283%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
HIMX,2026-05-15T19:56:56.199336+00:00,2026-05-15T19:56:55.396537+00:00,QUICK_CROSSOVER,19.12,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,MEDIUM,HOLD_WITH_RISK_CONTROL,"HIMX: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; EMA200 structure supportive; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=102.4529%, slope=RISING. Extended support: PPO=BULLISH, RSI=69.5081, ADX=51.7633 BULLISH/STRONG, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=8.6217% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -7.5435%, Gap=GAP_DOWN -8.1238%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
OSIS,2026-05-15T19:56:58.456635+00:00,2026-05-15T19:56:57.592951+00:00,QUICK_CROSSOVER,204.95,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"OSIS: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; RSI weak; ADX confirms bearish trend; OBV distribution; CMF distribution; EMA200 structure weak; high volatility risk; price near 52-week low; price sharply lower today. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-20.5455%, slope=FLAT. Extended support: PPO=BEARISH, RSI=21.282, ADX=33.0315 BEARISH/STRONG, OBV=DISTRIBUTION, CMF=DISTRIBUTION, ATRP=6.5022% HIGH, 52W=NEAR_LOW, Session=EXTENDED_DOWN -5.0542%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
AMBA,2026-05-15T19:57:00.191428+00:00,2026-05-15T19:56:59.346220+00:00,QUICK_CROSSOVER,81.01,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,HIGH,HOLD_WITH_RISK_CONTROL,"AMBA: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (HIGH); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=21.2238%, slope=RISING. Extended support: PPO=BEARISH, RSI=75.479, ADX=39.1879 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=4.4812% MEDIUM, 52W=MID_RANGE, Session=NORMAL -0.037%, Gap=GAP_DOWN -3.6155%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
WOLF,2026-05-15T19:57:02.038136+00:00,2026-05-15T19:57:01.186887+00:00,QUICK_CROSSOVER,62.615,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,INSUFFICIENT_HISTORY_FOR_BASELINE,LOW,REVIEW_MANUALLY,"WOLF: L1=QUICK_CROSSOVER_REVIEW; L2=INSUFFICIENT_HISTORY_FOR_BASELINE (LOW); Capital_Action=REVIEW_MANUALLY. EMA200 requires at least 200 daily closes; 159 available. L2 tactical classification is withheld because the EMA200 baseline is not valid. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; EMA200 requires at least 200 daily closes; 159 available; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 unavailable: EMA200 requires at least 200 daily closes; 159 available. Extended support: PPO=BULLISH, RSI=75.7772, ADX=48.4983 BULLISH/STRONG, OBV=ACCUMULATION, CMF=NEUTRAL, ATRP=10.6527% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -10.4989%, Gap=GAP_DOWN -10.2344%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
PLAB,2026-05-15T19:57:03.764326+00:00,2026-05-15T19:57:02.801599+00:00,QUICK_CROSSOVER,50.1,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"PLAB: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; OBV distribution; CMF accumulation; EMA200 structure supportive; high volatility risk; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=44.1295%, slope=RISING. Extended support: PPO=BEARISH, RSI=53.2746, ADX=22.6947 BEARISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=5.1527% HIGH, 52W=MID_RANGE, Session=NORMAL -3.6724%, Gap=GAP_DOWN -4.5376%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
POET,2026-05-15T19:57:05.235571+00:00,2026-05-15T19:57:04.575504+00:00,QUICK_CROSSOVER,16.33,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,MEDIUM,HOLD_WITH_RISK_CONTROL,"POET: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=135.8014%, slope=RISING. Extended support: PPO=BULLISH, RSI=63.1807, ADX=33.109 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=13.7629% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -20.6125%, Gap=GAP_DOWN -10.9285%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
SEDG,2026-05-15T19:57:06.445226+00:00,2026-05-15T19:57:05.844144+00:00,QUICK_CROSSOVER,61.695,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_SECURED,MEDIUM,HOLD_WITH_RISK_CONTROL,"SEDG: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high; price already extended upward today; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=68.4457%, slope=RISING. Extended support: PPO=BULLISH, RSI=71.9588, ADX=17.0491 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=7.9339% HIGH, 52W=NEAR_HIGH, Session=EXTENDED_UP 22.8006%, Gap=GAP_DOWN -3.8316%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
ICHR,2026-05-15T19:57:07.693627+00:00,2026-05-15T19:57:07.057036+00:00,QUICK_CROSSOVER,73.135,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"ICHR: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=86.2939%, slope=RISING. Extended support: PPO=BEARISH, RSI=61.1889, ADX=27.6675 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=6.7509% HIGH, 52W=MID_RANGE, Session=NORMAL -1.8454%, Gap=GAP_DOWN -7.6701%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
PENG,2026-05-15T19:57:09.915966+00:00,2026-05-15T19:57:08.361667+00:00,QUICK_CROSSOVER,46.94,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,MEDIUM,HOLD_WITH_RISK_CONTROL,"PENG: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=100.5094%, slope=RISING. Extended support: PPO=BULLISH, RSI=79.3747, ADX=61.2853 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=6.8206% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -5.0566%, Gap=GAP_DOWN -4.8544%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
IMOS,2026-05-15T19:57:13.111192+00:00,2026-05-15T19:57:11.657050+00:00,QUICK_CROSSOVER,50.83,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"IMOS: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; ADX confirms bullish trend; OBV distribution; EMA200 structure supportive; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=49.644%, slope=RISING. Extended support: PPO=BEARISH, RSI=53.4427, ADX=26.0939 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=NEUTRAL, ATRP=6.1407% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -5.1856%, Gap=GAP_DOWN -4.3462%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
SKYT,2026-05-15T19:57:16.282523+00:00,2026-05-15T19:57:14.768788+00:00,QUICK_CROSSOVER,34.645,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,HIGH,HOLD_WITH_RISK_CONTROL,"SKYT: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (HIGH); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; OBV accumulation; CMF accumulation; EMA200 structure supportive; price near 52-week high; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=45.0168%, slope=RISING. Extended support: PPO=BULLISH, RSI=59.1653, ADX=22.9671 BULLISH/WEAK, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=4.415% MEDIUM, 52W=NEAR_HIGH, Session=NORMAL -3.2803%, Gap=GAP_DOWN -4.383%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
AIP,2026-05-15T19:57:19.688398+00:00,2026-05-15T19:57:18.092209+00:00,QUICK_CROSSOVER,33.59,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,MEDIUM,HOLD_WITH_RISK_CONTROL,"AIP: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bearish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=98.2677%, slope=RISING. Extended support: PPO=BEARISH, RSI=66.3403, ADX=48.2034 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=6.998% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -10.0428%, Gap=GAP_DOWN -6.4542%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
SHLS,2026-05-15T19:57:22.951366+00:00,2026-05-15T19:57:21.435777+00:00,QUICK_CROSSOVER,10.325,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_SECURED,MEDIUM,HOLD_WITH_RISK_CONTROL,"SHLS: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_SECURED (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. Bullish alignment is confirmed across the higher timeframes. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price already extended upward today. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=35.3312%, slope=RISING. Extended support: PPO=BULLISH, RSI=70.998, ADX=25.94 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=7.1782% HIGH, 52W=MID_RANGE, Session=EXTENDED_UP 11.2608%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
AMBQ,2026-05-15T19:57:25.923188+00:00,2026-05-15T19:57:24.366420+00:00,QUICK_CROSSOVER,70.6451,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,MEDIUM,HOLD_WITH_RISK_CONTROL,"AMBQ: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; RSI constructive; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price near 52-week high; opened with a bearish gap. MACD states: 1D=BULLISH, 4H=BULLISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=108.8653%, slope=RISING. Extended support: PPO=BULLISH, RSI=84.0644, ADX=45.7692 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=6.3511% HIGH, 52W=NEAR_HIGH, Session=NORMAL -3.622%, Gap=GAP_DOWN -4.925%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
JKS,2026-05-15T19:57:29.214226+00:00,2026-05-15T19:57:27.700947+00:00,QUICK_CROSSOVER,24.57,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BULL_STRUCTURE_PULLBACK_RISK,MEDIUM,HOLD_WITH_RISK_CONTROL,"JKS: L1=QUICK_CROSSOVER_REVIEW; L2=BULL_STRUCTURE_PULLBACK_RISK (MEDIUM); Capital_Action=HOLD_WITH_RISK_CONTROL. The 1D MACD structure remains bullish, but momentum is cooling on lower timeframes or support indicators. This is a risk-control condition, not a capital-protection crossover warning yet. Support profile: PPO bullish; OBV distribution; CMF accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BULLISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=0.6397%, slope=FALLING. Extended support: PPO=BULLISH, RSI=52.6339, ADX=11.296 BULLISH/WEAK, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=5.9574% HIGH, 52W=MID_RANGE, Session=NORMAL -1.0471%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
DQ,2026-05-15T19:57:32.392257+00:00,2026-05-15T19:57:30.883116+00:00,QUICK_CROSSOVER,18.24,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"DQ: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; RSI weak; ADX confirms bearish trend; OBV distribution; CMF accumulation; EMA200 structure weak; high volatility risk. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BEAR_ZONE, distance=-22.6696%, slope=FALLING. Extended support: PPO=BEARISH, RSI=37.2394, ADX=31.3851 BEARISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=6.5742% HIGH, 52W=MID_RANGE, Session=NORMAL -2.72%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
AOSL,2026-05-15T19:57:35.599646+00:00,2026-05-15T19:57:34.149226+00:00,QUICK_CROSSOVER,38.7902,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,BEAR_CROSSOVER_CONFIRMED,MEDIUM,PROTECT_CAPITAL,"AOSL: L1=QUICK_CROSSOVER_REVIEW; L2=BEAR_CROSSOVER_CONFIRMED (MEDIUM); Capital_Action=PROTECT_CAPITAL. Bearish crossover pressure is confirmed on the higher timeframes. Support profile: PPO bearish; ADX confirms bullish trend; OBV accumulation; CMF accumulation; EMA200 structure supportive; high volatility risk; price sharply lower today; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BEARISH; EMA200 zone=BULL_ZONE, distance=42.2709%, slope=RISING. Extended support: PPO=BEARISH, RSI=52.6572, ADX=44.1001 BULLISH/STRONG, OBV=ACCUMULATION, CMF=ACCUMULATION, ATRP=10.091% HIGH, 52W=MID_RANGE, Session=EXTENDED_DOWN -5.6199%, Gap=GAP_DOWN -5.7421%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
CSIQ,2026-05-15T19:57:38.744825+00:00,2026-05-15T19:57:37.264921+00:00,QUICK_CROSSOVER,17.905,QUICK_CROSSOVER_REVIEW,Quick crossover mode active; symbol was loaded from the configured quick-crossover universe and sent to L2,EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE,MEDIUM,WAIT_FOR_1D_CONFIRMATION,"CSIQ: L1=QUICK_CROSSOVER_REVIEW; L2=EARLY_RECOVERY_INSIDE_BEAR_STRUCTURE (MEDIUM); Capital_Action=WAIT_FOR_1D_CONFIRMATION. Bearish pressure is confirmed on 1D and 4H, while 1H is bullish. Support profile: PPO bearish; ADX confirms bullish trend; OBV distribution; CMF accumulation; EMA200 structure weak; high volatility risk; opened with a bearish gap. MACD states: 1D=BEARISH, 4H=BEARISH, 1H=BULLISH; EMA200 zone=BULL_ZONE, distance=5.5251%, slope=FALLING. Extended support: PPO=BEARISH, RSI=57.1352, ADX=30.624 BULLISH/STRONG, OBV=DISTRIBUTION, CMF=ACCUMULATION, ATRP=8.2315% HIGH, 52W=MID_RANGE, Session=NORMAL 0.477%, Gap=GAP_DOWN -3.367%.",EMA200|PRICE_CONTEXT|SESSION_CONTEXT|MACD|PPO|RSI|ADX_DMI|OBV|CMF|ATRP
