Ticker,Symbol,ETF Name,Last Price,Change %,Volume,Average Volume 30D,AUM,Expense Ratio %,MTD %,1M %,3M %,6M %,YTD %,1Y %,Exchange,Type,Type Specs,Subtype
NASDAQ:EFRA,EFRA,iShares Environmental Infrastructure and Industrials ETF,34.6997,0.6637482630276543,436,663.0,5511416.64,0.47000000000000003,,-3.0463816708577793,-4.276689655172413,1.429673843779415,3.2421898244570087,5.84695069685721,NASDAQ,fund,['etf'],etf
CBOE:IDMY,IDMY,Corgi International Developed Equities 15% Structured Buffer ETF - May Series,25.03,-0.2490784098834313,244,,5135865.0,0.3,,-2.0735524256650923,-2.0735524256650923,-2.0735524256650923,-2.0735524256650923,-2.0735524256650923,CBOE,fund,['etf'],etf
NASDAQ:IVSX,IVSX,Applied Finance IVS International SMID ETF,24.72,-0.3024803387779909,190,1008.4666666666667,4708941.0,0.75,,2.0227074812524948,2.233250620347391,-1.5688460619574816,-1.5688460619574816,-1.5688460619574816,NASDAQ,fund,['etf'],etf
NASDAQ:TXUG,TXUG,Thornburg International Growth Fund ETF,26.9374,0.10144889836901506,5,257.03333333333336,4298344.48,0.7000000000000001,,3.7051010587102935,8.07555587652359,10.308763308763302,8.785674766475914,5.841905495351775,NASDAQ,fund,['etf'],etf
AMEX:THNR,THNR,Amplify Weight Loss Drug & Treatment ETF,23.9088,-1.467957964145894,1496,1364.6666666666667,4124965.0,0.59,,-3.2028469750889688,-4.249899879855825,-5.726486627157343,-6.4234833659491235,7.118279569892469,AMEX,fund,['etf'],etf
NASDAQ:VEFA,VEFA,VanEck MSCI EAFE Analyst Sentiment ETF,80.1078,1.2939324393528338,1,,3990905.0,0.3,,8.590119667944503,10.698576811942665,10.698576811942665,10.698576811942665,10.698576811942665,NASDAQ,fund,['etf'],etf
NASDAQ:SPAM,SPAM,Themes Cybersecurity ETF,40.96,-2.785425408699946,3089,3934.2,3811500.0,0.35000000000000003,,24.04603270745002,38.18603835202353,25.61142033518868,35.315493888338295,31.89502495572372,NASDAQ,fund,['etf'],etf
AMEX:PPIE,PPIE,Putnam PanAgora ESG International Equity ETF,28.079,0.14980204729465205,11,283.6666666666667,3510375.0,0.49,,4.3596223890582095,4.968224299065423,-2.941583131697197,3.2695844060316266,6.886181956604496,AMEX,fund,['etf'],etf
NASDAQ:CLOD,CLOD,Themes Cloud Computing ETF,33.875,-3.1589479702687164,1334,2115.8333333333335,2860032.0,0.35000000000000003,,16.810344827586206,21.372268004299535,-0.7099058539387666,6.450842493605098,1.5815231081097294,NASDAQ,fund,['etf'],etf
AMEX:EAFG,EAFG,Pacer Developed Markets Cash Cows Growth Leaders ETF,25.9406,0.5547049132667912,120,760.5666666666667,2575650.0,0.65,,1.1329434697855802,3.372067074725834,11.287672408245566,9.699791516012676,22.322662177519362,AMEX,fund,['etf'],etf
CBOE:WDNA,WDNA,WisdomTree BioRevolution Fund,17.62,-0.13206146242482408,591,822.2333333333333,2385110.0,0.45,,-1.5642458100558525,-1.2331838565022357,1.5561959654178648,3.9528023598820163,41.07285828662931,CBOE,fund,['etf'],etf
NASDAQ:RWIN,RWIN,Rayliant NxtGen Multifactor International Equity ETF,26.1924,1.4242234148834794,1839,,1962750.0,0.42,,1.0466376812712428,0.5952975335478872,0.5952975335478872,0.5952975335478872,0.5952975335478872,NASDAQ,fund,['etf'],etf
NASDAQ:CZAR,CZAR,Themes Natural Monopoly ETF,31.83,-0.09416195856874181,239,137.7,1595135.0,0.35000000000000003,,0.09245108582856608,-0.9337068160597705,-0.9885590926906299,0.045260815449020025,2.677419354838704,NASDAQ,fund,['etf'],etf
NASDAQ:IDVY,IDVY,First Trust International Rising Dividend Achievers ETF,25.6621,0.4584067332158821,39,287.56666666666666,1276101.042,0.6,,2.8046630878935943,4.057336333961838,1.0517818468202371,1.0517818468202371,1.0517818468202371,NASDAQ,fund,['etf'],etf
AMEX:EFU,EFU,ProShares UltraShort MSCI EAFE,7.56,1.3404825737265367,6374,9056.933333333332,1270699.01,0.9500000000000001,,-3.6942675159235674,-9.134615384615392,-20.379146919431278,-14.672686230248305,-33.0084182543199,AMEX,fund,['etf'],etf
CBOE:GLBL,GLBL,Pacer MSCI World Industry Advantage ETF,28.6,-0.22675736961450454,536,247.83333333333334,1144924.0,0.65,,7.579462102689488,14.767255216693417,12.6476531082481,13.627334127930075,32.28492136910268,CBOE,fund,['etf'],etf
CBOE:WDAI,WDAI,Pacer S&P World 3AI Top 300 ETF,27.785,-0.7490703597466718,1109,,1109176.0,0.6,,8.008194395313483,8.008194395313483,8.008194395313483,8.008194395313483,8.008194395313483,CBOE,fund,['etf'],etf
CBOE:IDJN,IDJN,Corgi International Developed Equities 15% Structured Buffer ETF - June Series,24.69,-1.7704396260194957,3008,,1000000.0,0.3,,-1.868044515103334,-1.868044515103334,-1.868044515103334,-1.868044515103334,-1.868044515103334,CBOE,fund,['etf'],etf
